timestamp_us,x1,y1,x2,y2
0,202,166,369,380
100000,205,166,371,382
200000,203,165,369,382
300000,202,164,368,382
400000,202,165,367,383
500000,201,164,366,384
600000,199,163,366,383
700000,199,163,365,383
800000,198,163,365,383
900000,198,163,366,384
1000000,199,164,366,383
1100000,196,165,365,384
1200000,195,164,361,385
1300000,195,165,360,385
1400000,193,164,359,385
1500000,193,165,360,385
1600000,195,166,362,385
0,227,160,382,347
100000,226,160,382,350
200000,222,164,379,358
300000,211,174,374,371
400000,201,210,364,398
500000,191,254,351,420
600000,187,242,345,412
700000,178,187,339,388
800000,167,165,330,385
900000,168,169,331,390
1000000,176,176,339,391
1100000,186,193,347,401
1600000,189,176,360,369
