timestamp_us,x1,y1,x2,y2
0,235,158,425,413
100000,235,159,426,412
200000,235,158,428,411
300000,235,160,429,413
400000,234,159,429,413
500000,235,160,428,414
600000,235,161,428,414
700000,235,161,427,413
800000,234,161,426,413
900000,234,161,426,413
1000000,234,161,426,413
1100000,234,161,427,413
1200000,234,162,426,414
1300000,233,162,427,415
1400000,233,162,427,416
1500000,234,162,427,416
1600000,234,164,427,417
0,234,162,421,415
100000,235,162,421,415
200000,235,162,421,415
300000,234,162,421,415
400000,234,161,420,414
500000,234,162,420,414
600000,234,161,420,416
700000,235,159,421,413
800000,235,160,423,415
900000,233,165,424,418
1000000,232,165,426,417
1100000,231,165,425,417
1200000,231,164,425,418
1300000,228,165,422,417
1400000,231,166,424,419
1500000,232,167,426,418
1600000,231,168,424,418
0,227,163,416,407
100000,228,162,417,407
200000,228,162,417,408
300000,228,162,417,408
400000,228,162,416,408
500000,228,162,417,408
600000,227,162,417,408
700000,228,163,415,407
800000,229,164,416,407
900000,228,164,417,406
1000000,228,164,417,408
1100000,229,162,416,410
1200000,230,162,416,410
1300000,230,163,416,409
1400000,230,163,417,409
1500000,231,162,419,412
1600000,231,160,418,410
0,224,169,408,413
100000,224,170,409,413
200000,225,170,409,414
300000,224,170,409,414
400000,225,169,409,414
500000,225,170,409,414
600000,225,170,410,413
700000,225,170,410,413
800000,224,170,410,413
900000,224,170,409,414
1000000,225,170,409,414
1100000,225,170,409,414
1200000,224,169,410,414
1300000,224,169,410,413
1400000,225,169,409,413
1500000,225,170,409,414
1600000,225,170,409,414
0,229,172,419,418
100000,229,171,418,418
200000,229,171,418,419
300000,229,173,418,419
400000,230,173,418,419
500000,229,172,418,419
600000,229,172,418,419
700000,229,172,417,419
800000,229,172,418,419
900000,229,173,418,419
1000000,229,173,418,419
1100000,229,173,418,419
1200000,228,174,417,419
1300000,228,174,418,419
1400000,228,174,418,419
1500000,228,173,418,419
1600000,229,174,418,419
0,230,156,416,406
100000,230,157,415,406
200000,229,157,416,406
300000,230,157,416,406
400000,230,157,415,406
500000,230,157,415,406
600000,230,158,415,406
700000,230,158,414,407
800000,230,158,415,407
900000,230,158,415,407
1000000,231,158,415,407
1100000,231,158,417,407
1200000,232,158,416,408
1300000,232,158,416,408
1400000,233,159,416,408
1500000,233,160,416,409
1600000,233,160,416,409
0,233,161,423,405
100000,232,162,422,408
200000,233,164,423,410
300000,233,165,421,412
400000,232,165,421,412
500000,232,164,423,409
600000,232,165,423,410
700000,232,165,422,411
800000,232,165,421,412
900000,231,166,421,412
1000000,231,167,422,413
1100000,230,168,421,413
1200000,230,166,422,413
1300000,231,167,423,413
1400000,232,168,423,414
1500000,239,190,425,428
1600000,238,205,425,439
0,244,164,429,409
100000,236,163,425,411
200000,230,163,418,413
300000,227,166,417,413
400000,228,173,418,417
500000,229,174,420,416
600000,232,170,422,415
700000,231,172,421,416
800000,229,170,420,414
900000,229,173,420,416
1000000,229,173,419,416
1100000,236,164,421,407
1200000,235,165,422,410
1300000,235,169,423,415
1400000,235,177,425,416
1500000,242,187,425,428
1600000,242,205,434,435
0,226,171,415,415
100000,226,171,415,415
200000,226,171,416,414
300000,227,171,416,415
400000,227,171,415,414
500000,227,172,415,414
600000,228,175,415,416
700000,228,175,415,415
800000,228,175,415,415
900000,228,174,415,415
1000000,229,172,416,415
1100000,229,173,416,414
1200000,232,175,417,415
1300000,232,172,416,413
1400000,232,170,417,413
1500000,232,172,418,415
1600000,234,171,420,419
0,233,162,419,413
100000,233,163,419,413
200000,234,163,419,413
300000,233,163,420,413
400000,232,163,420,413
500000,232,163,420,413
600000,232,164,419,413
700000,233,164,420,414
800000,234,166,420,415
900000,235,168,421,415
1000000,234,167,420,415
1100000,234,167,420,414
1200000,233,167,419,415
1300000,231,167,419,415
