timestamp_us,x1,y1,x2,y2
0,219,166,388,404
100000,219,167,388,404
200000,219,167,388,404
300000,219,168,387,404
400000,219,168,388,404
500000,219,168,389,405
600000,219,168,388,404
700000,220,168,389,404
800000,220,168,389,404
900000,219,168,389,404
1000000,219,169,389,403
1100000,220,168,389,403
1200000,219,169,389,403
1300000,219,168,389,403
1400000,219,169,388,403
1500000,219,169,388,404
1600000,218,170,388,404
0,211,158,386,394
100000,211,158,385,395
200000,211,157,385,394
300000,212,158,386,394
400000,213,158,386,394
500000,213,158,387,394
600000,214,158,387,394
700000,214,156,388,393
800000,214,156,388,394
900000,215,158,388,394
1000000,215,159,388,396
1100000,215,160,387,396
1200000,215,159,387,395
1300000,215,158,388,395
1400000,214,158,387,395
1500000,214,158,387,394
1600000,214,158,387,395
0,216,160,390,394
100000,216,159,390,393
200000,216,159,390,393
300000,216,160,390,393
400000,216,161,389,393
500000,215,161,388,393
600000,215,161,389,392
700000,216,161,392,392
800000,216,160,392,392
900000,216,160,393,392
1000000,216,160,392,392
1100000,216,160,391,393
1200000,216,161,392,393
1300000,216,162,392,393
1400000,217,162,392,393
1500000,217,160,390,394
1600000,219,157,392,394
0,211,166,382,401
100000,212,166,383,400
200000,211,167,383,399
300000,211,166,383,399
400000,212,166,383,400
500000,212,165,383,399
600000,211,165,382,400
700000,211,165,382,399
800000,211,166,383,399
900000,211,165,383,399
1000000,212,166,383,400
1100000,212,166,383,400
1200000,212,167,382,400
1300000,211,167,383,400
1400000,212,166,382,400
1500000,211,165,382,400
1600000,211,166,383,400
0,208,161,382,396
100000,208,162,381,396
200000,206,162,381,397
300000,207,162,382,396
400000,208,163,381,396
500000,209,162,382,396
600000,209,161,381,396
700000,208,161,381,397
800000,207,163,381,397
900000,208,162,380,396
1000000,208,162,381,397
1100000,208,161,381,397
1200000,209,161,382,397
1300000,208,162,381,397
1400000,209,162,381,397
1500000,209,162,382,397
1600000,208,161,381,397
0,211,165,380,397
100000,214,165,382,398
200000,216,166,381,398
300000,217,166,384,398
400000,216,165,383,399
500000,215,165,383,399
600000,216,164,383,400
700000,216,165,383,401
800000,215,166,383,402
900000,215,167,383,402
1000000,215,169,382,402
1100000,215,171,382,402
1200000,215,170,382,403
1300000,214,171,382,403
1400000,214,171,382,403
1500000,214,171,382,403
1600000,213,171,382,403
0,207,164,379,397
100000,208,164,380,398
200000,207,165,380,397
300000,208,166,381,396
400000,207,167,380,395
500000,207,167,381,396
600000,208,167,381,396
700000,207,167,380,396
800000,207,168,380,396
900000,208,167,380,396
1000000,208,167,380,396
1100000,208,167,381,397
1200000,208,165,381,397
1300000,208,165,381,397
1400000,208,165,381,397
1500000,208,166,381,397
1600000,209,165,381,398
0,211,161,381,396
100000,211,160,382,398
200000,210,160,382,398
300000,211,161,382,397
400000,210,161,382,398
500000,210,162,382,398
600000,211,162,382,397
700000,211,163,382,397
800000,211,163,383,397
900000,212,163,382,398
1000000,212,163,383,398
1100000,211,163,383,397
1200000,211,164,382,397
1300000,210,161,381,396
1400000,210,161,382,401
1500000,210,164,381,401
1600000,210,161,382,400
0,209,158,380,391
100000,208,158,380,391
200000,209,157,381,391
300000,211,158,380,392
400000,211,158,380,392
500000,211,159,381,392
600000,213,160,382,392
700000,213,160,382,393
800000,213,160,382,393
900000,213,161,382,393
1000000,212,160,382,393
1100000,212,160,382,393
1200000,213,160,382,393
1300000,212,160,382,392
1400000,212,160,382,392
1500000,212,160,382,392
1600000,212,160,382,393
0,214,152,384,383
100000,213,152,383,382
200000,213,153,384,383
300000,214,153,385,384
400000,214,154,385,385
500000,214,154,383,384
600000,216,156,387,385
700000,216,157,387,385
800000,215,157,386,385
900000,216,157,385,384
1000000,216,158,387,385
1100000,215,158,387,386
1200000,216,160,385,385
1300000,216,160,386,384
1400000,217,161,387,385
1500000,217,162,387,386
1600000,217,162,387,386
0,216,163,382,390
100000,216,163,382,391
200000,216,163,382,391
300000,216,163,382,391
400000,216,163,382,392
500000,216,164,382,391
600000,216,164,382,391
700000,216,164,382,391
800000,216,164,382,392
900000,217,164,382,392
1000000,217,164,382,392
1100000,216,164,382,392
1200000,216,164,382,392
1300000,216,164,382,392
1400000,216,164,381,393
1500000,217,165,383,393
1600000,216,164,381,393
0,211,157,379,387
100000,211,157,380,387
200000,211,157,379,387
300000,212,157,380,387
400000,211,158,380,387
500000,210,160,380,386
600000,212,159,378,387
700000,211,159,378,387
800000,211,160,380,386
900000,211,160,380,387
1000000,211,160,379,387
1100000,212,160,380,387
1200000,212,161,380,387
1300000,212,161,380,387
1400000,213,161,380,387
1500000,213,160,381,387
1600000,214,161,381,387
0,218,165,383,395
100000,218,166,383,395
200000,218,165,383,396
300000,217,165,383,395
400000,218,165,383,395
500000,218,165,383,395
600000,218,165,383,396
700000,217,165,383,397
800000,217,165,382,397
900000,217,167,382,396
1000000,217,164,382,394
1100000,216,164,382,393
1200000,216,165,383,392
1300000,216,164,381,393
1400000,216,164,381,394
1500000,216,166,381,396
1600000,215,164,381,394
0,217,173,384,400
100000,216,174,384,400
200000,215,174,384,401
300000,215,175,384,401
400000,215,174,384,401
500000,216,177,384,401
600000,213,176,383,402
700000,212,176,382,401
800000,212,174,381,401
900000,216,168,379,392
1000000,211,163,375,384
1100000,210,159,377,380
1200000,212,162,378,383
1300000,211,164,378,385
1400000,209,157,381,380
1500000,206,153,377,375
1600000,207,155,378,377
0,210,161,376,383
100000,211,161,377,384
200000,211,162,377,384
300000,211,162,377,384
400000,211,162,377,384
500000,212,163,378,384
600000,212,163,379,384
700000,212,162,379,384
800000,213,164,379,385
900000,213,164,380,385
1000000,214,164,381,386
1100000,214,164,381,386
1200000,212,163,379,384
1300000,212,162,378,383
1400000,213,162,379,384
1500000,213,162,380,384
1600000,213,162,380,384
0,214,166,379,385
100000,215,166,380,386
200000,215,166,380,387
300000,215,167,380,387
400000,215,167,380,387
500000,215,166,379,387
600000,215,167,380,387
700000,215,166,379,387
800000,215,168,379,387
900000,215,168,379,387
1000000,215,168,380,387
1100000,214,168,379,387
1200000,215,169,379,387
1300000,215,168,379,387
1400000,215,168,379,387
1500000,215,168,379,387
1600000,215,168,380,388
0,218,170,380,384
100000,218,170,380,384
200000,218,171,380,385
300000,218,171,379,385
400000,218,170,379,385
500000,219,171,378,385
600000,219,172,378,386
700000,219,172,378,386
800000,219,172,378,386
900000,219,172,378,386
1000000,219,172,378,386
1100000,220,171,379,387
1200000,219,171,379,387
1300000,219,171,379,387
1400000,219,171,379,388
1500000,219,173,378,388
1600000,220,172,379,388
0,210,174,372,388
100000,210,173,372,389
200000,211,173,372,389
300000,211,173,372,389
400000,211,174,373,389
500000,211,174,373,389
600000,211,174,373,390
700000,211,174,373,390
800000,211,174,373,390
900000,211,174,373,389
1000000,211,174,374,390
1100000,211,175,373,390
1200000,211,176,373,390
