timestamp_us,x1,y1,x2,y2
0,247,229,360,371
100000,247,228,359,371
200000,247,229,360,371
300000,247,229,360,371
400000,247,229,359,371
500000,247,229,360,371
600000,247,228,360,371
700000,247,228,360,371
800000,247,228,359,371
900000,249,228,359,371
1000000,248,227,360,371
1100000,246,229,360,371
1200000,245,229,360,371
1300000,246,229,360,371
1400000,246,229,360,371
1500000,246,229,360,371
1600000,247,229,360,371
0,244,230,362,374
100000,244,229,364,375
200000,244,229,363,374
300000,253,217,361,357
400000,268,218,375,354
500000,276,202,389,348
600000,294,207,410,358
700000,298,210,412,362
800000,299,214,411,369
900000,299,216,413,371
1000000,300,218,415,370
1100000,301,220,420,372
1200000,303,222,422,373
1300000,305,229,431,389
1400000,307,249,439,417
1500000,301,269,435,434
1600000,287,301,427,458
0,210,217,388,440
100000,208,216,385,439
200000,208,216,384,439
300000,207,214,384,439
400000,212,217,388,443
500000,211,218,387,448
600000,213,226,390,452
700000,216,231,392,457
800000,218,228,394,458
900000,221,229,402,454
1000000,219,224,397,453
1100000,217,222,394,452
1200000,217,221,394,452
1300000,220,220,395,452
1400000,219,223,397,453
1500000,219,224,397,452
1600000,219,225,397,452
0,222,212,397,434
100000,222,212,396,434
200000,222,211,396,434
300000,222,212,395,433
400000,221,211,395,433
500000,221,211,395,433
600000,221,211,395,433
700000,221,211,395,433
800000,221,211,395,433
900000,221,211,395,433
1000000,222,212,397,433
1100000,222,212,396,434
1200000,222,212,396,434
1300000,222,212,396,433
1400000,222,212,396,433
1500000,223,212,395,434
1600000,222,212,396,434
0,218,216,386,437
100000,217,215,386,437
200000,218,215,386,437
300000,217,216,385,436
400000,218,215,385,436
500000,218,215,384,437
600000,217,216,383,437
700000,217,215,383,437
800000,218,215,383,437
900000,218,214,384,437
1000000,219,215,386,437
1100000,219,215,385,437
1200000,219,214,385,437
1300000,219,213,385,437
1400000,219,213,385,437
1500000,219,214,386,437
1600000,219,215,386,437
0,200,219,373,439
100000,200,219,373,439
200000,200,219,373,439
300000,200,217,369,438
400000,200,219,372,439
500000,199,219,371,440
600000,200,217,372,440
700000,200,218,372,440
800000,199,218,372,440
900000,200,218,373,440
1000000,200,218,373,440
1100000,200,218,373,440
1200000,200,218,373,440
1300000,200,218,373,440
1400000,200,217,373,440
1500000,200,217,373,440
1600000,200,216,373,440
0,209,212,376,433
100000,209,214,376,433
200000,209,213,376,433
300000,209,214,376,434
400000,209,213,376,434
500000,208,214,377,433
600000,209,214,376,434
700000,208,217,376,435
800000,208,217,377,435
900000,208,217,376,435
1000000,208,218,376,434
1100000,208,218,376,434
1200000,207,218,376,433
1300000,207,220,377,432
1400000,208,211,378,432
1500000,214,209,383,432
1600000,213,212,381,434
0,198,228,365,445
100000,199,232,367,445
200000,200,230,366,445
300000,201,239,361,443
400000,194,242,358,449
500000,192,243,355,453
600000,192,244,352,458
700000,191,253,353,459
800000,192,257,351,466
900000,189,259,350,472
1000000,188,259,349,472
1100000,189,260,353,467
1200000,196,247,362,464
1300000,204,241,369,455
1400000,206,237,371,452
1500000,205,236,371,452
1600000,205,237,370,452
0,207,229,378,448
100000,207,229,379,448
200000,207,229,378,448
300000,207,229,379,448
400000,212,226,380,449
500000,212,226,380,449
600000,207,228,379,449
700000,212,226,380,449
800000,212,225,380,448
900000,207,228,378,449
1000000,207,228,378,449
1100000,207,228,379,449
1200000,207,228,378,448
