timestamp_us,x1,y1,x2,y2
0,196,146,380,428
100000,195,147,380,429
200000,195,147,380,429
300000,195,147,380,429
400000,196,146,380,426
500000,195,147,380,428
600000,195,148,379,429
700000,195,149,379,429
800000,194,149,379,429
900000,195,149,379,428
1000000,194,148,379,429
1100000,194,148,378,429
1200000,194,148,379,429
1300000,194,147,379,429
1400000,194,147,379,429
1500000,193,146,379,429
1600000,194,147,379,430
0,201,164,390,439
100000,201,165,390,439
200000,201,166,390,439
300000,200,164,390,438
400000,199,156,386,434
500000,197,158,384,433
600000,197,165,386,437
700000,198,164,386,437
800000,198,162,385,438
900000,198,166,387,439
1000000,199,168,388,444
1100000,198,168,387,441
1200000,197,167,387,440
1300000,197,168,386,440
1400000,196,167,385,440
1500000,195,168,385,440
1600000,197,167,386,443
0,206,171,395,441
100000,206,170,395,441
200000,206,170,395,442
300000,206,171,395,443
400000,206,172,395,443
500000,206,173,396,443
600000,206,170,395,443
700000,206,166,394,439
800000,207,160,394,437
900000,208,161,395,437
1000000,208,164,394,437
1100000,208,167,395,439
1200000,207,169,395,440
1300000,207,170,394,440
1400000,206,171,394,439
1500000,208,169,393,438
1600000,211,170,398,440
0,201,172,392,447
100000,201,172,392,447
200000,202,173,392,447
300000,201,173,392,447
400000,202,173,392,447
500000,202,173,392,447
600000,201,173,392,448
700000,201,174,392,448
800000,201,174,392,449
900000,201,174,392,449
1000000,201,173,392,449
1100000,201,174,392,449
1200000,201,174,392,449
1300000,201,172,392,448
1400000,202,173,392,447
1500000,201,173,392,448
1600000,202,173,392,448
0,199,173,388,453
100000,199,173,388,453
200000,200,173,388,452
300000,200,172,388,451
400000,200,172,388,450
500000,200,172,387,449
600000,200,173,388,450
700000,201,174,388,450
800000,201,174,388,451
900000,200,175,388,452
1000000,200,175,388,453
1100000,200,176,389,454
1200000,200,177,389,454
1300000,200,177,388,454
1400000,200,176,388,454
1500000,199,188,387,455
1600000,198,190,386,455
0,204,179,391,448
100000,203,178,391,449
200000,203,177,391,449
300000,203,179,391,449
400000,203,177,391,449
500000,202,177,391,450
600000,202,177,391,449
700000,202,177,391,449
800000,202,175,391,449
900000,202,177,391,448
1000000,203,177,391,448
1100000,203,177,390,449
1200000,203,177,391,449
1300000,202,177,390,449
1400000,202,177,390,450
1500000,202,176,391,449
1600000,202,177,390,449
0,203,172,388,439
100000,203,173,389,439
200000,203,175,389,439
300000,204,173,389,439
400000,204,173,388,440
500000,203,175,389,439
600000,204,174,389,439
700000,204,173,389,440
800000,204,172,389,440
900000,204,171,388,440
1000000,204,170,388,440
1100000,204,170,387,440
1200000,203,170,388,441
1300000,203,171,388,441
1400000,204,171,388,441
1500000,204,172,389,440
1600000,206,172,391,439
0,198,165,382,438
100000,199,163,385,438
200000,199,166,384,438
300000,199,165,383,439
400000,199,166,383,439
500000,199,165,383,440
600000,198,166,383,440
700000,200,165,384,438
800000,200,164,385,436
900000,201,163,385,436
1000000,201,164,385,436
1100000,201,163,385,436
1200000,201,164,385,437
1300000,202,178,385,442
1400000,218,175,402,446
1500000,224,195,406,451
1600000,221,201,404,454
0,196,170,383,448
100000,196,171,384,448
200000,196,171,384,448
300000,197,171,383,448
400000,198,173,384,447
500000,198,172,384,447
600000,197,173,384,447
700000,197,173,384,446
800000,198,171,384,447
900000,198,173,384,447
1000000,198,174,384,447
1100000,198,174,383,447
1200000,197,174,383,447
