timestamp_us,x1,y1,x2,y2
0,232,193,406,443
100000,231,195,405,443
200000,232,196,406,445
300000,232,196,406,444
400000,231,197,405,447
500000,231,199,406,449
600000,232,200,407,450
700000,233,200,407,449
800000,233,201,407,450
900000,233,199,407,449
1000000,230,199,408,448
1100000,234,199,407,448
1200000,230,199,409,447
1300000,233,198,408,445
1400000,233,198,407,445
1500000,232,198,407,445
1600000,232,197,407,444
0,233,195,408,454
100000,233,197,408,454
200000,233,196,408,456
300000,232,197,407,454
400000,232,197,407,456
500000,232,197,407,455
600000,232,197,407,455
700000,232,196,406,455
800000,226,180,397,426
900000,214,206,389,467
1000000,232,217,409,481
1100000,229,208,405,476
1200000,217,213,399,474
1300000,227,209,405,472
1400000,229,197,407,461
1500000,213,207,393,469
1600000,216,198,399,480
0,235,196,412,444
100000,234,198,412,449
200000,234,197,406,449
300000,233,198,406,455
400000,232,197,406,451
500000,234,198,406,454
600000,232,198,405,450
700000,233,197,406,450
800000,232,199,406,453
900000,232,201,405,453
1000000,233,204,407,453
1100000,232,204,406,450
1200000,232,204,410,454
1300000,232,204,410,454
1400000,233,203,407,451
1500000,233,204,411,454
1600000,231,201,409,452
0,223,194,397,452
100000,222,195,397,455
200000,222,197,397,452
300000,222,197,397,451
400000,224,197,397,451
500000,224,197,398,452
600000,224,198,397,452
700000,224,199,397,455
800000,224,199,396,453
900000,223,196,398,453
1000000,224,196,398,454
1100000,223,197,397,453
1200000,223,198,397,453
1300000,225,198,397,455
1400000,226,200,397,455
1500000,225,199,397,454
1600000,225,198,397,454
0,230,199,400,443
100000,230,199,400,443
200000,232,201,403,445
300000,230,201,400,444
400000,232,201,402,445
500000,230,200,401,443
600000,231,199,401,442
700000,232,200,402,446
800000,232,200,402,447
900000,232,200,402,446
1000000,232,201,402,447
1100000,230,199,399,444
1200000,229,199,398,444
1300000,230,199,399,445
1400000,229,199,399,446
1500000,229,198,399,444
1600000,230,197,399,444
0,231,200,405,442
100000,231,199,406,442
200000,231,199,406,442
300000,231,200,406,442
400000,231,201,406,443
500000,233,205,407,442
600000,235,205,406,444
700000,233,204,407,443
800000,233,203,407,444
900000,233,203,407,443
1000000,233,204,407,443
1100000,231,201,405,444
1200000,235,204,405,445
1300000,235,206,405,445
1400000,235,206,405,444
1500000,235,206,405,445
1600000,235,206,405,445
0,240,196,414,439
100000,240,196,413,439
200000,240,195,413,439
300000,240,195,413,437
400000,240,195,413,438
500000,243,199,416,436
600000,244,199,418,438
700000,244,200,416,438
800000,244,202,416,437
900000,243,202,415,440
1000000,243,201,416,441
1100000,243,200,415,440
1200000,243,201,415,441
1300000,243,202,415,441
1400000,243,202,415,440
1500000,243,201,415,441
1600000,242,200,414,441
0,239,203,412,443
100000,241,201,413,443
200000,240,207,413,442
300000,241,207,415,443
400000,241,207,413,444
500000,238,209,411,442
600000,238,209,411,443
700000,236,211,410,443
800000,238,211,411,444
900000,237,211,411,444
1000000,238,211,411,445
1100000,238,211,411,446
1200000,238,211,411,443
