timestamp_us,x1,y1,x2,y2
0,244,201,401,420
100000,244,201,400,420
200000,244,201,400,420
300000,243,201,400,420
400000,243,201,399,420
500000,243,202,399,420
600000,245,202,398,420
700000,244,202,399,421
800000,243,202,399,421
900000,243,202,399,420
1000000,243,202,399,420
1100000,243,202,399,420
1200000,243,203,399,420
1300000,244,203,399,420
1400000,244,203,400,421
1500000,244,203,400,421
1600000,245,203,400,421
0,247,214,403,437
100000,247,213,402,437
200000,247,213,402,437
300000,248,213,404,436
400000,248,213,403,437
500000,248,211,403,436
600000,248,212,403,436
700000,248,212,403,435
800000,249,212,404,435
900000,249,212,403,435
1000000,248,213,403,435
1100000,248,213,402,435
1200000,247,214,400,437
1300000,250,210,400,434
1400000,256,212,402,424
1500000,268,222,404,415
1600000,275,237,406,422
0,244,201,400,420
100000,244,200,401,421
200000,243,200,401,420
300000,244,200,400,421
400000,244,201,400,421
500000,244,201,401,421
600000,244,200,401,421
700000,245,201,400,421
800000,245,201,401,422
900000,245,201,401,421
1000000,245,201,401,420
1100000,244,202,400,421
1200000,244,203,401,422
1300000,244,205,400,422
1400000,243,206,401,422
1500000,243,206,401,422
1600000,243,206,401,422
0,235,211,389,433
100000,235,211,389,434
200000,235,212,389,434
300000,235,212,389,435
400000,235,212,389,435
500000,235,213,389,435
600000,235,213,388,435
700000,235,213,388,436
800000,235,214,388,435
900000,235,213,389,435
1000000,235,213,389,435
1100000,235,212,389,435
1200000,235,213,389,435
1300000,235,212,390,435
1400000,235,212,389,435
1500000,235,214,389,435
1600000,236,214,389,435
0,228,216,384,439
100000,227,219,383,439
200000,227,218,383,439
300000,227,218,383,439
400000,229,219,384,439
500000,229,218,384,440
600000,229,218,384,440
700000,230,218,384,440
800000,230,219,385,440
900000,232,221,385,439
1000000,232,220,386,439
1100000,231,220,385,440
1200000,231,220,385,439
1300000,230,219,384,439
1400000,230,220,383,440
1500000,230,221,383,440
1600000,230,220,383,440
0,221,221,375,438
100000,219,221,375,438
200000,219,222,374,438
300000,219,221,374,438
400000,219,222,374,438
500000,219,222,374,438
600000,219,221,373,438
700000,219,223,374,438
800000,220,222,375,439
900000,221,221,376,439
1000000,222,221,376,439
1100000,222,221,376,439
1200000,221,222,375,439
1300000,222,222,375,438
1400000,223,221,376,438
1500000,222,222,375,439
1600000,221,222,375,439
0,234,218,385,434
100000,230,219,382,435
200000,229,222,381,435
300000,228,221,381,437
400000,227,223,379,437
500000,227,224,378,437
600000,227,224,380,437
700000,227,222,380,437
800000,226,223,379,437
900000,227,222,381,438
1000000,228,221,382,438
1100000,228,221,382,438
1200000,229,221,383,438
1300000,229,220,382,435
1400000,225,223,379,434
1500000,227,225,382,440
1600000,228,231,387,442
0,219,213,371,434
100000,216,215,368,431
200000,212,215,362,427
300000,209,213,363,425
400000,209,214,362,425
500000,211,214,364,426
600000,212,213,365,425
700000,213,214,366,426
800000,213,213,366,426
900000,213,213,366,426
1000000,213,212,367,426
1100000,213,213,366,425
1200000,213,213,366,426
1300000,214,214,366,426
1400000,217,209,367,433
1500000,222,216,376,438
1600000,222,219,378,438
0,229,215,384,437
100000,229,214,384,437
200000,230,215,384,437
300000,230,215,384,437
400000,230,215,385,437
500000,229,214,385,436
600000,229,214,385,434
700000,229,214,384,434
800000,230,214,384,433
900000,230,214,384,433
1000000,230,214,384,434
1100000,230,215,383,436
1200000,229,216,383,437
1300000,229,216,383,438
1400000,229,216,383,437
1500000,229,215,383,437
1600000,229,214,384,437
0,243,204,395,420
100000,243,205,395,421
200000,243,205,394,421
300000,242,205,393,421
400000,241,205,392,421
500000,241,206,391,421
600000,240,206,392,422
700000,241,206,392,421
800000,241,206,393,421
900000,241,206,392,422
1000000,241,206,392,422
1100000,242,207,392,422
1200000,242,206,393,422
1300000,242,207,393,422
1400000,241,207,393,423
1500000,241,207,393,423
1600000,238,206,392,424
0,244,209,394,425
100000,244,210,393,424
200000,243,210,394,424
300000,243,210,394,425
400000,242,210,394,425
500000,243,212,395,426
600000,243,212,395,426
700000,242,212,394,426
800000,243,213,395,426
900000,242,211,394,425
1000000,242,212,394,425
1100000,242,211,394,424
1200000,242,212,394,426
1300000,240,209,392,423
1400000,238,208,392,424
1500000,238,209,392,424
1600000,239,209,392,424
0,236,208,391,431
100000,238,209,393,428
200000,238,209,394,428
300000,239,210,394,428
400000,241,209,394,428
500000,240,210,395,429
600000,240,210,394,429
700000,239,210,394,429
800000,239,210,394,428
900000,241,211,393,429
1000000,241,210,395,430
1100000,239,210,394,430
1200000,239,210,394,430
1300000,239,210,394,429
1400000,240,209,395,429
1500000,241,209,395,429
1600000,242,209,395,430
0,238,207,386,420
100000,239,211,385,422
200000,240,215,384,422
300000,240,215,385,422
400000,242,218,384,423
500000,243,217,386,423
600000,241,217,386,423
700000,241,217,386,423
800000,241,217,385,423
900000,242,217,386,423
1000000,243,219,387,423
1100000,246,222,391,423
1200000,244,220,390,424
1300000,244,218,390,424
1400000,245,220,391,422
1500000,245,221,389,423
1600000,246,220,391,427
0,235,210,387,431
100000,234,210,387,432
200000,234,211,387,432
300000,234,211,387,432
400000,234,211,387,433
500000,234,212,387,432
600000,233,210,387,432
700000,233,210,387,432
800000,234,210,388,432
900000,232,209,387,431
1000000,231,208,386,431
1100000,232,207,386,431
1200000,231,207,386,431
1300000,229,207,384,431
1400000,228,207,384,432
1500000,230,208,384,436
1600000,232,208,387,436
0,234,213,386,434
100000,234,213,386,434
200000,234,213,387,434
300000,234,213,387,434
400000,233,212,386,434
500000,233,213,386,434
600000,233,213,386,434
700000,233,213,386,434
800000,233,214,386,435
900000,234,213,386,434
1000000,234,213,386,434
1100000,235,215,387,434
1200000,235,214,388,434
1300000,236,214,388,433
1400000,237,215,389,433
1500000,237,214,389,433
1600000,237,215,389,433
0,243,209,392,419
100000,245,206,395,422
200000,244,206,393,423
300000,243,206,393,422
400000,243,207,393,422
500000,243,208,392,422
600000,244,208,394,422
700000,244,209,393,423
800000,244,208,395,423
900000,243,208,393,422
1000000,242,208,394,423
1100000,242,208,395,423
1200000,242,208,394,423
1300000,243,209,394,423
1400000,243,208,394,423
1500000,243,209,395,423
1600000,244,209,396,423
0,230,218,384,440
100000,230,218,384,439
200000,231,218,383,438
300000,231,217,384,438
400000,232,218,384,438
500000,232,218,385,438
600000,232,218,384,438
700000,232,217,385,437
800000,234,216,386,436
900000,235,217,387,435
1000000,235,216,387,435
1100000,235,217,387,435
1200000,235,217,387,435
1300000,236,217,388,435
1400000,237,217,389,434
1500000,239,218,391,434
1600000,239,218,391,434
0,235,220,387,439
100000,235,221,387,439
200000,235,221,387,440
300000,235,221,387,440
400000,235,221,386,439
500000,235,220,386,439
600000,235,221,387,439
700000,236,220,388,439
800000,235,220,387,439
900000,236,222,387,439
1000000,237,223,389,439
1100000,238,224,392,440
1200000,239,224,391,439
1300000,241,222,394,439
1400000,243,222,395,439
1500000,242,223,395,440
1600000,241,224,393,440
0,238,222,392,440
100000,237,221,391,440
200000,237,221,390,440
300000,236,221,390,440
400000,236,221,389,440
500000,236,221,388,439
600000,235,219,389,439
700000,236,220,388,439
800000,236,221,389,440
900000,236,220,388,439
1000000,235,219,388,439
1100000,235,219,387,439
1200000,234,218,387,439
1300000,234,218,387,439
1400000,234,219,387,440
1500000,234,219,387,440
1600000,234,220,386,440
0,240,211,391,428
100000,240,212,391,427
200000,240,212,392,428
300000,242,211,393,428
400000,243,210,395,427
500000,243,209,395,427
600000,243,209,396,426
700000,245,211,397,426
800000,245,210,397,426
900000,245,211,397,426
1000000,246,210,397,425
1100000,246,210,397,425
1200000,246,209,397,425
1300000,247,209,398,425
1400000,249,208,399,423
1500000,249,208,398,423
1600000,248,209,399,423
0,303,207,444,406
100000,304,207,445,406
200000,308,209,447,407
300000,304,208,445,408
400000,305,208,444,408
500000,307,209,448,407
600000,310,212,450,407
700000,311,213,451,407
800000,312,213,452,408
900000,311,213,450,408
1000000,310,213,450,409
1100000,310,213,450,409
1200000,307,212,450,414
1300000,319,227,471,435
1400000,347,257,506,470
1500000,380,286,546,497
1600000,416,318,597,514
