timestamp_us,x1,y1,x2,y2
0,213,152,397,414
100000,213,152,397,414
200000,213,153,397,415
300000,213,152,395,414
400000,213,152,395,413
500000,213,153,395,413
600000,213,154,395,413
700000,213,155,395,414
800000,214,155,395,414
900000,213,156,395,414
1000000,214,156,396,414
1100000,213,157,396,415
1200000,213,157,396,415
1300000,213,158,396,415
1400000,213,158,396,415
1500000,213,158,396,415
1600000,213,158,396,416
0,214,163,394,420
100000,214,162,394,421
200000,214,162,393,421
300000,214,162,393,422
400000,213,162,393,423
500000,213,161,394,422
600000,212,160,394,420
700000,213,159,392,419
800000,213,161,393,420
900000,214,162,394,420
1000000,213,162,393,418
1100000,212,162,394,417
1200000,212,164,394,417
1300000,212,162,394,420
1400000,212,163,394,420
1500000,212,161,394,420
1600000,212,163,394,419
0,214,158,398,425
100000,214,158,398,425
200000,214,158,398,425
300000,214,159,398,426
400000,214,158,398,426
500000,213,159,398,425
600000,213,159,398,425
700000,214,159,398,424
800000,215,157,397,424
900000,215,158,397,420
1000000,213,159,397,421
1100000,212,159,396,421
1200000,213,159,397,421
1300000,210,159,396,421
1400000,211,159,397,422
1500000,210,160,397,422
1600000,212,160,398,423
0,219,157,399,416
100000,219,157,399,417
200000,218,157,399,417
300000,218,158,398,418
400000,217,159,398,418
500000,218,158,398,418
600000,219,157,397,418
700000,218,157,397,418
800000,217,159,397,418
900000,217,159,397,418
1000000,217,158,397,418
1100000,217,157,398,417
1200000,218,155,397,417
1300000,217,156,398,416
1400000,217,157,398,417
1500000,217,157,398,417
1600000,217,156,397,417
0,210,162,393,426
100000,210,162,394,426
200000,210,161,394,426
300000,211,162,394,426
400000,210,162,395,426
500000,211,161,394,426
600000,211,162,394,426
700000,211,161,394,426
800000,211,162,394,426
900000,212,161,394,426
1000000,211,161,394,427
1100000,211,162,394,427
1200000,211,161,393,427
1300000,212,160,394,426
1400000,211,162,393,426
1500000,211,163,393,426
1600000,212,162,393,427
0,214,165,398,431
100000,215,167,398,431
200000,215,167,398,431
300000,216,165,399,436
400000,215,167,402,433
500000,214,167,402,433
600000,215,167,402,433
700000,217,166,399,435
800000,214,167,402,433
900000,214,166,402,433
1000000,214,166,402,433
1100000,214,166,402,433
1200000,214,166,402,432
1300000,214,165,401,433
1400000,214,166,401,433
1500000,214,166,401,432
1600000,213,165,397,433
0,214,157,392,417
100000,214,158,392,417
200000,214,158,393,417
300000,214,158,393,417
400000,214,158,392,417
500000,214,158,393,417
600000,214,158,392,417
700000,214,158,392,417
800000,213,158,392,417
900000,214,158,392,417
1000000,214,159,391,417
1100000,214,158,392,417
1200000,214,158,391,418
1300000,214,158,392,418
1400000,214,158,392,418
1500000,214,159,392,418
1600000,215,158,392,416
0,220,159,400,416
100000,220,158,399,416
200000,220,159,399,415
300000,220,159,399,415
400000,221,159,400,415
500000,221,159,400,415
600000,220,159,399,416
700000,220,159,399,415
800000,221,161,399,416
900000,221,162,398,416
1000000,222,164,399,415
1100000,224,160,401,412
1200000,225,162,401,412
1300000,220,168,397,414
1400000,219,170,396,416
1500000,221,176,399,420
1600000,222,181,404,436
0,224,159,403,413
100000,222,160,402,414
200000,223,159,403,414
300000,223,159,403,414
400000,223,159,403,414
500000,223,159,403,414
600000,223,160,403,414
700000,223,158,403,414
800000,223,159,403,414
900000,223,159,403,414
1000000,221,161,401,414
1100000,221,162,401,414
1200000,222,163,401,414
1300000,222,161,401,414
1400000,222,162,401,415
1500000,223,165,401,418
1600000,220,174,404,423
0,225,166,403,420
100000,225,166,403,420
200000,225,165,403,420
300000,225,166,403,421
400000,224,165,403,422
500000,224,165,403,421
600000,224,165,403,422
700000,224,166,403,423
800000,223,166,403,423
900000,223,166,402,424
1000000,223,166,402,424
1100000,222,166,402,424
1200000,223,166,402,424
1300000,223,165,402,424
1400000,223,165,402,423
1500000,223,165,402,423
1600000,223,167,402,426
0,224,165,401,423
100000,223,165,401,422
200000,224,166,402,423
300000,224,166,402,423
400000,223,166,402,423
500000,224,166,402,423
600000,224,166,402,424
700000,224,167,402,424
800000,223,167,402,424
900000,224,167,402,424
1000000,224,167,403,424
1100000,223,167,403,424
1200000,224,166,402,422
1300000,225,168,404,423
1400000,226,167,404,425
1500000,227,166,405,425
1600000,225,168,405,427
0,224,163,403,416
100000,224,161,403,416
200000,224,161,403,416
300000,224,161,403,416
400000,223,161,403,416
500000,224,162,403,416
600000,223,161,403,416
700000,224,161,403,415
800000,224,162,403,415
900000,224,161,403,416
1000000,224,161,403,416
1100000,224,161,402,416
1200000,224,161,402,415
1300000,223,162,402,415
1400000,223,162,402,415
1500000,223,163,402,415
1600000,223,163,402,415
0,224,159,402,410
100000,225,159,402,410
200000,224,159,402,410
300000,223,157,402,410
400000,223,158,402,411
500000,222,158,402,411
600000,223,158,402,411
700000,222,159,402,412
800000,222,159,402,413
900000,222,158,401,412
1000000,223,159,402,413
1100000,222,160,402,412
1200000,221,159,400,412
1300000,223,161,402,414
1400000,224,161,402,415
1500000,223,162,402,414
1600000,222,162,403,414
0,217,158,397,413
100000,218,158,396,413
200000,218,158,396,413
300000,218,157,396,413
400000,218,158,396,414
500000,218,158,396,414
600000,219,159,395,415
700000,220,161,397,416
800000,221,161,398,416
900000,222,163,399,417
1000000,222,164,399,417
1100000,221,163,399,416
1200000,221,165,399,417
1300000,221,167,399,418
1400000,220,165,399,418
1500000,219,164,399,419
1600000,219,160,400,427
0,223,167,402,420
100000,227,164,405,416
200000,228,164,405,416
300000,227,166,405,417
400000,227,165,405,418
500000,227,168,404,419
600000,226,170,404,420
700000,226,170,403,420
800000,224,171,403,421
900000,224,171,403,422
1000000,222,169,401,423
1100000,221,171,401,423
1200000,221,170,401,424
1300000,220,171,401,424
1400000,220,172,401,424
1500000,220,171,401,424
1600000,223,171,402,424
0,218,177,402,430
100000,219,176,402,430
200000,218,176,402,430
300000,218,177,401,430
400000,218,177,402,430
500000,218,177,402,430
600000,218,176,402,430
700000,220,176,402,430
800000,219,176,402,431
900000,219,176,402,431
1000000,219,176,402,431
1100000,219,176,402,431
1200000,220,176,402,431
1300000,219,176,402,432
1400000,220,176,402,432
1500000,220,176,402,432
1600000,219,176,402,429
0,225,184,403,439
100000,224,185,403,440
200000,223,184,402,441
300000,223,184,402,441
