timestamp_us,x1,y1,x2,y2
0,262,153,440,407
100000,263,152,440,407
200000,263,152,440,408
300000,263,152,439,408
400000,263,153,439,407
500000,263,152,439,407
600000,263,152,440,408
700000,264,152,440,409
800000,264,152,440,407
900000,263,153,440,408
1000000,263,152,440,408
1100000,264,152,441,407
1200000,263,153,440,406
1300000,264,154,441,408
1400000,264,155,441,411
1500000,263,154,441,410
1600000,261,155,440,411
0,250,161,426,425
100000,250,161,425,425
200000,250,161,425,427
300000,251,162,427,428
400000,250,162,428,428
500000,251,162,428,429
600000,253,161,429,425
700000,257,157,429,415
800000,257,157,429,415
900000,258,157,432,422
1000000,257,159,433,423
1100000,256,160,433,423
1200000,258,159,434,423
1300000,256,160,434,424
1400000,257,160,435,424
1500000,257,161,437,424
1600000,258,162,437,424
0,256,169,433,433
100000,257,170,433,431
200000,257,170,432,432
300000,257,170,433,431
400000,257,169,434,429
500000,256,169,433,430
600000,256,168,433,430
700000,257,167,432,430
800000,257,169,431,428
900000,257,167,431,430
1000000,257,167,431,429
1100000,257,167,431,430
1200000,258,166,432,431
1300000,258,165,432,428
1400000,259,164,432,429
1500000,258,165,432,429
1600000,258,166,433,429
0,259,160,433,421
100000,259,160,434,427
200000,262,160,435,425
300000,262,161,438,431
400000,260,161,438,432
500000,259,160,435,439
600000,262,159,438,438
700000,262,159,439,439
800000,262,161,438,432
900000,260,161,436,429
1000000,259,160,436,425
1100000,258,160,435,424
1200000,259,160,435,425
1300000,259,160,435,424
1400000,258,160,435,425
1500000,258,160,434,425
1600000,259,160,436,424
0,256,161,432,425
100000,256,162,433,425
200000,256,162,433,425
300000,256,162,433,426
400000,256,162,432,427
500000,256,162,432,425
600000,256,163,430,423
700000,256,163,430,424
800000,256,163,432,423
900000,256,163,433,424
1000000,256,162,433,425
1100000,257,162,433,425
1200000,258,162,434,426
1300000,259,161,435,426
1400000,259,162,435,426
1500000,258,163,434,426
1600000,257,163,434,426
0,252,165,425,430
100000,252,165,425,428
200000,250,164,423,427
300000,248,165,422,427
400000,244,161,423,426
500000,245,163,422,424
600000,246,165,423,427
700000,248,164,423,426
800000,249,164,424,426
900000,250,163,425,427
1000000,251,163,425,429
1100000,252,163,425,428
1200000,252,164,425,428
1300000,252,164,426,428
1400000,253,165,427,428
1500000,254,164,428,428
1600000,254,163,430,430
0,253,164,427,426
100000,253,165,427,426
200000,253,164,427,426
300000,254,164,428,428
400000,254,164,428,427
500000,254,164,428,428
600000,254,164,428,428
700000,254,164,428,429
800000,254,164,428,430
900000,255,166,429,429
1000000,258,166,433,430
1100000,258,166,433,430
1200000,256,167,432,429
1300000,256,166,432,428
1400000,257,164,434,429
1500000,256,166,433,427
1600000,255,169,431,427
0,247,167,423,431
100000,247,167,423,431
200000,248,166,423,432
300000,247,166,423,433
400000,247,166,423,430
500000,248,165,423,431
600000,249,164,424,432
700000,250,164,424,433
800000,249,164,423,433
900000,249,164,424,432
1000000,250,164,424,431
1100000,250,165,424,433
1200000,255,161,426,436
1300000,254,158,427,423
1400000,253,159,427,435
1500000,252,160,428,441
1600000,250,162,426,442
0,253,162,430,419
100000,254,161,431,419
200000,256,160,432,414
300000,257,160,433,413
400000,258,160,434,413
500000,259,161,434,415
600000,258,161,433,415
700000,259,162,434,417
800000,259,162,434,415
900000,259,162,433,416
1000000,258,162,432,417
1100000,258,162,431,417
1200000,259,162,432,417
1300000,259,162,433,415
1400000,259,161,433,416
1500000,260,161,432,418
1600000,262,161,433,420
0,261,167,436,429
100000,261,167,436,427
200000,261,167,435,430
