timestamp_us,x1,y1,x2,y2
0,278,187,455,430
100000,278,187,455,428
200000,279,187,454,429
300000,279,186,454,428
400000,277,186,454,424
500000,278,186,454,424
600000,279,186,454,426
700000,279,183,455,428
800000,277,175,453,430
900000,273,174,452,425
1000000,272,182,452,427
1100000,272,182,451,427
1200000,271,184,450,427
1300000,267,186,449,425
1400000,266,186,449,422
1500000,268,186,450,423
1600000,272,189,450,429
0,274,179,449,422
100000,274,179,449,422
200000,275,179,449,423
300000,275,178,449,423
400000,275,178,449,422
500000,275,178,449,422
600000,274,179,448,421
700000,273,177,448,418
800000,278,176,452,413
900000,281,176,455,416
1000000,278,175,452,415
1100000,277,174,451,416
1200000,276,176,452,419
1300000,281,176,455,420
1400000,284,177,457,422
1500000,279,182,454,424
1600000,273,222,450,443
0,270,189,452,432
100000,270,189,452,432
200000,270,189,452,432
300000,270,189,452,432
400000,270,189,451,432
500000,270,189,452,433
600000,270,189,452,433
700000,270,190,452,433
800000,270,189,452,430
900000,270,186,450,426
1000000,270,185,450,426
1100000,271,190,452,435
1200000,270,188,449,428
1300000,267,187,449,425
1400000,269,191,451,432
1500000,275,248,451,465
0,269,230,449,456
100000,270,229,451,455
200000,275,227,454,452
300000,276,223,455,451
400000,268,203,452,440
500000,264,194,446,431
600000,266,193,449,430
700000,267,193,450,430
800000,268,192,449,431
900000,268,193,449,433
1000000,268,193,450,433
1100000,267,192,450,432
1200000,269,193,450,433
1300000,268,193,450,433
1400000,268,192,450,432
1500000,268,192,450,432
1600000,269,192,450,433
0,277,180,452,425
100000,276,179,452,426
200000,276,180,452,426
300000,276,180,452,426
400000,276,180,451,426
500000,276,180,452,427
600000,276,180,452,429
700000,276,180,451,428
800000,276,180,451,427
900000,275,180,451,426
1000000,275,180,451,426
1100000,276,181,452,426
1200000,275,180,451,426
1300000,276,180,452,427
1400000,276,180,452,427
1500000,276,180,452,427
1600000,276,180,452,427
0,274,187,452,426
100000,274,187,452,426
200000,274,187,452,426
300000,274,187,452,426
400000,274,187,452,426
500000,274,186,452,425
600000,274,185,452,425
700000,275,185,453,425
800000,274,186,453,425
900000,276,183,450,427
1000000,275,185,453,426
1100000,275,184,453,425
1200000,275,184,453,425
1300000,275,184,453,425
1400000,276,181,450,427
1500000,277,181,450,427
1600000,277,181,451,427
0,264,178,443,422
100000,264,178,443,423
200000,265,179,443,423
300000,266,178,444,421
400000,266,179,444,423
500000,265,179,444,423
600000,266,180,444,423
700000,266,180,444,423
800000,267,181,445,424
900000,270,201,449,433
1000000,270,203,450,434
1100000,270,203,450,435
1200000,270,203,451,435
1300000,269,195,450,431
1400000,270,196,450,432
1500000,270,216,451,445
1600000,270,216,450,447
0,275,166,446,411
100000,275,166,446,411
200000,274,166,446,411
300000,275,166,446,411
400000,275,166,446,411
500000,275,166,446,411
600000,276,166,446,411
700000,276,166,446,412
800000,276,166,446,412
900000,275,166,447,412
1000000,275,171,447,412
1100000,277,168,445,411
1200000,277,168,445,411
1300000,277,168,445,411
1400000,277,168,446,414
1500000,278,171,450,417
1600000,278,173,450,419
0,271,167,445,411
100000,271,167,445,411
200000,271,166,445,411
300000,271,165,445,410
400000,271,165,445,410
500000,271,165,445,410
600000,272,165,445,410
700000,271,164,444,410
800000,271,165,445,409
900000,271,165,445,409
1000000,271,165,445,410
1100000,271,165,445,410
1200000,271,165,445,410
1300000,271,166,445,411
1400000,271,166,445,412
1500000,271,166,445,412
1600000,271,168,445,413
0,266,178,445,421
100000,266,178,445,421
200000,266,178,445,421
300000,265,177,445,421
400000,265,178,445,421
500000,265,178,445,421
600000,265,178,445,421
700000,265,179,445,421
800000,266,179,445,421
900000,266,179,445,421
1000000,266,179,445,421
1100000,266,178,445,420
1200000,266,178,445,421
1300000,266,177,445,421
1400000,266,178,445,421
1500000,266,178,444,421
1600000,266,178,444,421
0,274,169,446,414
100000,273,167,446,413
200000,273,167,446,413
300000,273,168,446,414
400000,272,168,446,414
500000,273,169,446,415
600000,273,169,445,416
700000,274,170,446,416
800000,274,170,446,416
900000,274,170,446,416
1000000,274,170,446,417
1100000,274,172,446,418
1200000,274,172,446,418
1300000,275,172,446,417
1400000,275,171,446,417
1500000,274,184,447,422
1600000,278,225,453,452
0,276,173,448,420
100000,277,173,449,420
200000,277,174,449,420
300000,277,173,449,420
400000,277,174,448,420
500000,277,174,449,420
600000,277,174,449,420
700000,277,173,449,421
800000,277,173,449,421
900000,277,174,449,421
1000000,277,173,449,421
1100000,277,173,449,421
1200000,277,174,449,421
1300000,277,174,449,420
1400000,277,174,449,420
1500000,277,173,448,420
1600000,276,175,449,420
0,273,176,445,417
100000,274,176,445,418
200000,274,176,445,418
300000,274,176,446,417
400000,275,177,445,417
500000,276,176,446,418
600000,276,176,446,418
700000,275,177,446,418
800000,275,177,446,418
900000,275,177,446,418
1000000,275,177,446,418
1100000,276,177,446,418
1200000,275,176,447,418
1300000,276,177,447,419
1400000,276,177,447,418
1500000,276,179,447,419
1600000,276,181,448,420
0,270,183,445,422
100000,270,185,446,421
200000,270,183,445,422
300000,269,182,445,422
400000,270,186,446,421
500000,270,186,447,422
600000,270,185,447,423
700000,271,185,447,423
800000,270,184,447,423
900000,271,184,447,423
1000000,271,184,447,423
1100000,269,184,446,423
1200000,270,184,447,423
1300000,270,185,447,423
1400000,271,188,447,424
1500000,268,194,447,429
1600000,268,197,447,432
0,273,177,448,421
100000,274,177,448,421
200000,274,177,448,421
300000,274,178,448,421
400000,274,178,448,421
500000,274,178,448,421
600000,274,178,448,421
700000,274,178,447,421
800000,273,178,448,421
900000,272,179,447,421
1000000,272,178,447,421
1100000,273,178,448,421
1200000,274,178,447,421
1300000,273,179,448,421
1400000,273,179,448,421
1500000,272,179,447,421
1600000,273,179,448,421
0,273,177,447,419
100000,273,178,447,420
200000,272,177,447,420
300000,272,178,447,420
400000,272,178,447,420
500000,272,178,447,419
600000,272,178,447,420
700000,272,177,446,420
800000,272,177,446,420
900000,272,178,446,420
1000000,271,178,447,420
1100000,271,178,447,420
1200000,272,179,447,420
1300000,272,180,447,421
1400000,273,181,448,418
1500000,274,183,449,417
1600000,272,189,448,420
0,275,181,448,424
100000,274,183,450,422
200000,275,183,451,422
300000,277,180,448,424
400000,277,179,449,424
500000,277,180,449,424
600000,277,180,449,424
700000,277,180,449,424
800000,277,180,449,423
900000,277,180,449,423
1000000,278,181,449,423
1100000,278,181,449,423
1200000,278,181,449,424
1300000,278,181,449,424
1400000,277,181,449,423
1500000,276,186,452,424
1600000,276,184,452,425
0,272,187,450,424
100000,272,187,450,425
200000,272,187,450,424
300000,272,187,450,425
400000,272,188,450,425
500000,272,188,450,424
600000,272,188,450,426
700000,272,188,450,425
800000,272,185,448,426
900000,272,188,450,425
1000000,273,185,448,425
1100000,273,185,448,425
1200000,273,185,448,425
1300000,273,186,448,426
1400000,272,188,450,424
1500000,273,188,450,425
1600000,273,190,450,425
0,269,191,448,425
100000,268,191,448,425
200000,268,188,446,425
300000,268,188,446,424
400000,268,188,446,425
500000,268,190,448,424
600000,268,190,448,424
700000,269,188,446,425
800000,269,190,448,424
900000,269,190,448,425
1000000,269,190,448,425
1100000,269,189,449,425
1200000,270,190,449,425
1300000,270,189,449,425
1400000,269,189,449,426
1500000,269,190,448,426
1600000,269,191,448,427
0,271,189,450,425
100000,272,190,451,425
200000,273,190,451,425
300000,275,190,452,425
400000,276,191,452,426
500000,274,190,452,426
600000,274,191,452,426
700000,275,191,452,427
800000,275,192,452,427
900000,275,192,452,427
1000000,275,191,453,427
1100000,275,191,452,428
1200000,275,192,452,427
1300000,275,192,453,427
1400000,275,191,453,426
1500000,275,190,453,425
1600000,279,189,455,422
0,271,191,449,425
100000,270,190,449,423
200000,268,191,449,426
