timestamp_us,x1,y1,x2,y2
0,262,130,414,362
100000,261,131,413,361
200000,261,132,412,362
300000,261,134,412,362
400000,261,133,413,362
500000,261,131,413,361
600000,261,135,412,362
700000,262,135,411,363
800000,261,131,413,361
900000,261,134,412,362
1000000,262,136,412,362
1100000,262,133,413,361
1200000,263,132,414,359
1300000,263,130,414,362
1400000,261,134,412,363
1500000,262,135,412,363
1600000,263,135,413,363
0,256,134,410,367
100000,255,134,409,366
200000,254,133,408,366
300000,255,134,408,366
400000,256,131,410,364
500000,256,131,411,363
600000,257,131,411,364
700000,257,131,410,364
800000,257,132,410,364
900000,256,133,410,364
1000000,258,133,411,364
1100000,260,131,414,360
1200000,259,133,413,363
1300000,261,134,412,365
1400000,262,135,415,365
1500000,259,148,414,372
1600000,246,164,405,399
0,264,130,416,361
100000,265,130,416,360
200000,265,130,416,361
300000,266,130,417,361
400000,266,130,416,362
500000,266,130,416,362
600000,265,131,416,362
700000,265,134,414,362
800000,266,135,414,362
900000,267,136,414,361
1000000,267,134,415,361
1100000,266,133,414,361
1200000,266,136,415,362
1300000,266,132,416,361
1400000,265,131,415,361
1500000,266,132,415,362
1600000,264,142,417,371
0,266,134,415,363
100000,266,134,415,363
200000,267,133,415,363
300000,267,131,416,363
400000,267,133,416,362
500000,267,134,416,363
600000,268,133,416,363
700000,268,132,417,363
800000,268,132,417,362
900000,268,133,417,363
1000000,268,133,417,362
1100000,268,133,417,362
1200000,268,132,417,362
1300000,269,132,418,360
1400000,268,133,417,362
1500000,268,133,417,362
1600000,268,137,417,365
0,263,131,415,363
100000,263,132,415,362
200000,263,132,415,362
300000,264,132,415,362
400000,264,132,415,363
500000,264,132,415,363
600000,265,132,416,363
700000,265,133,417,364
800000,265,133,417,364
900000,266,133,417,364
1000000,266,133,417,363
1100000,267,132,417,363
1200000,267,133,417,363
1300000,267,133,417,363
1400000,267,133,417,364
1500000,267,133,417,363
1600000,267,133,417,365
0,265,135,416,364
100000,265,136,416,365
200000,265,136,416,365
300000,265,135,415,365
400000,265,135,415,365
500000,265,136,416,365
600000,265,136,416,366
700000,265,136,416,366
800000,265,136,415,366
900000,265,136,415,365
1000000,265,136,416,365
1100000,266,136,417,365
1200000,266,136,416,366
1300000,267,138,417,366
1400000,267,137,417,367
1500000,266,138,418,368
1600000,265,145,418,372
0,266,131,417,362
100000,266,131,417,362
200000,266,131,417,362
300000,268,132,417,362
400000,268,132,417,361
500000,267,131,416,362
600000,268,132,417,361
700000,267,132,417,362
800000,267,132,417,362
900000,267,132,417,362
1000000,266,131,417,362
1100000,266,132,417,362
1200000,265,135,417,364
1300000,260,144,416,371
1400000,259,147,416,378
1500000,256,156,415,385
1600000,249,154,405,397
