timestamp_us,x1,y1,x2,y2
0,209,92,382,344
100000,209,92,382,344
200000,209,92,382,343
300000,208,92,382,344
400000,208,92,382,343
500000,208,92,382,344
600000,208,92,382,344
700000,208,92,382,344
800000,208,92,382,344
900000,208,92,382,343
1000000,208,91,382,342
1100000,208,92,382,342
1200000,208,92,382,343
1300000,207,93,382,343
1400000,207,93,382,343
1500000,208,93,382,343
1600000,208,92,382,343
0,206,98,380,351
100000,206,98,381,350
200000,207,98,381,350
300000,207,97,381,350
400000,206,97,380,350
500000,205,97,380,351
600000,206,97,380,351
700000,206,97,380,350
800000,205,97,379,351
900000,204,97,380,350
1000000,204,97,379,350
1100000,204,97,379,350
1200000,204,98,379,350
1300000,205,98,380,350
1400000,204,98,380,349
1500000,204,98,380,348
1600000,203,98,379,348
0,219,86,389,339
100000,219,86,389,339
200000,218,86,388,339
300000,219,85,388,339
400000,219,85,388,339
500000,219,85,388,339
600000,218,85,388,339
700000,218,85,387,339
800000,218,85,387,339
900000,218,85,387,339
1000000,218,85,387,338
1100000,218,85,387,338
1200000,217,84,387,338
1300000,217,83,386,338
1400000,215,84,384,337
1500000,215,84,384,337
1600000,216,84,385,338
0,219,94,391,346
100000,219,94,391,346
200000,219,94,391,345
300000,220,94,391,345
400000,219,94,391,345
500000,219,94,391,345
600000,219,94,391,345
700000,219,94,391,345
800000,219,94,391,345
900000,218,94,390,345
1000000,218,94,390,346
1100000,218,94,390,346
1200000,218,94,390,346
1300000,218,95,390,346
1400000,218,95,389,346
1500000,218,95,389,346
1600000,218,94,389,346
0,211,96,384,348
100000,210,96,384,349
200000,210,96,384,349
300000,211,96,384,348
400000,211,95,384,348
500000,210,95,383,348
600000,210,95,384,348
700000,210,95,384,349
800000,210,95,384,348
900000,210,95,384,348
1000000,210,95,384,348
1100000,210,95,384,349
1200000,210,95,384,349
1300000,210,95,384,348
1400000,211,95,384,349
1500000,210,95,384,349
1600000,210,96,384,349
0,214,77,386,333
100000,214,77,386,333
200000,214,77,386,333
300000,214,77,386,333
400000,214,77,386,333
500000,214,77,386,333
600000,214,77,386,333
700000,214,77,386,333
800000,214,77,386,333
900000,214,77,386,333
1000000,214,77,386,333
1100000,214,78,386,334
1200000,213,77,386,334
1300000,214,78,386,334
1400000,214,77,386,334
1500000,214,77,386,333
1600000,213,78,386,334
0,190,88,369,339
100000,190,88,369,339
200000,190,88,369,340
300000,190,88,369,340
400000,190,89,369,340
500000,190,88,369,339
600000,190,89,369,339
700000,191,89,370,339
800000,190,89,370,339
900000,190,88,370,339
1000000,190,88,370,339
1100000,190,88,370,339
1200000,190,89,369,339
1300000,190,89,369,339
1400000,191,91,369,340
1500000,191,92,370,343
1600000,196,94,376,344
0,205,91,380,350
100000,205,90,379,349
200000,204,91,379,350
300000,204,91,379,350
